Global_Time,Global_X,Global_Y,v_Vel,v_Acc
1424,679878.8653,419458.941,0.04,0
1425,679878.865,419458.9422,0.04,0
1426,679878.8644,419458.9438,0.04,0
1427,679878.8641,419458.945,0.05,0
1428,679878.8638,419458.9465,0.04,0
1429,679878.8635,419458.948,0.04,0
1430,679878.8628,419458.9492,0.04,0
1431,679878.8625,419458.9508,0.04,0
1432,679878.8622,419458.952,0.04,0
1433,679878.8616,419458.9535,0.04,0
1434,679878.8613,419458.9547,0.04,0
1435,679878.861,419458.9563,0.04,0
1436,679878.8607,419458.9578,0.05,0
1437,679878.8601,419458.959,0.04,0
1438,679878.8598,419458.9605,0.04,0
1439,679878.8595,419458.9617,0.04,0
1440,679878.8592,419458.9633,0.04,0
1441,679878.8586,419458.9645,0.04,0
1442,679878.8583,419458.966,0.04,0
1443,679878.858,419458.9675,0.04,0
1444,679878.8574,419458.9688,0.04,0
1445,679878.8571,419458.9703,0.04,0
1446,679878.8567,419458.9715,0.04,0
1447,679878.8564,419458.973,0.04,0
1448,679878.8558,419458.9742,0.04,0
1449,679878.8555,419458.9758,0.04,0
1450,679878.8552,419458.977,0.04,0
1451,679878.8546,419458.9785,0.04,0
1452,679878.8543,419458.98,0.04,0
1453,679878.854,419458.9812,0.04,0
1454,679878.8537,419458.9828,0.04,0
1455,679878.8531,419458.984,0.04,0
1456,679878.8528,419458.9855,0.04,0
1457,679878.8525,419458.9867,0.04,0
1458,679878.8519,419458.9883,0.04,0
1459,679878.8516,419458.9898,0.04,0
1460,679878.8513,419458.991,0.04,0
1461,679878.851,419458.9925,0.04,0
1462,679878.8503,419458.9937,0.04,0
1463,679878.85,419458.9953,0.04,0
1464,679878.8497,419458.9965,0.04,0
1465,679878.8494,419458.998,0.04,0
1466,679878.8488,419458.9995,0.04,0
1467,679878.8485,419459.0008,0.04,0
1468,679878.8482,419459.0023,0.04,0
1469,679878.8476,419459.0035,0.04,0
1470,679878.8473,419459.005,0.04,0
1471,679878.847,419459.0062,0.04,0
1472,679878.8467,419459.0078,0.05,0
1473,679878.8461,419459.0093,0.04,0
1474,679878.8458,419459.0105,0.04,0
1475,679878.8455,419459.012,0.04,0
1476,679878.8449,419459.0133,0.04,0
1477,679878.8446,419459.0148,0.04,0
1478,679878.8443,419459.016,0.04,0
1479,679878.8439,419459.0175,0.04,0
1480,679878.8433,419459.019,0.04,0
1481,679878.843,419459.0203,0.04,0
1482,679878.8427,419459.0218,0.04,0
1483,679878.8424,419459.023,0.04,0
1484,679878.8418,419459.0245,0.04,0
1485,679878.8415,419459.0257,0.04,0
1486,679878.8412,419459.0273,0.04,0
1487,679878.8406,419459.0288,0.04,0
1488,679878.8403,419459.03,0.04,0
1489,679878.84,419459.0315,0.04,0
1490,679878.8397,419459.0328,0.04,0
1491,679878.8391,419459.0343,0.04,0
1492,679878.8388,419459.0355,0.04,0
1493,679878.8385,419459.037,0.04,0
1494,679878.8379,419459.0386,0.05,0
1495,679878.8375,419459.0398,0.04,0
1496,679878.8372,419459.0413,0.14,1.64
1497,679878.8369,419459.0425,0.38,3.1
1498,679878.8363,419459.044,0.55,1.5
1499,679878.836,419459.0453,0.55,-1.48
1500,679878.8357,419459.0468,0.38,-3.1
1501,679878.8351,419459.0483,0.15,-1.65
1502,679878.8348,419459.0495,0.04,0
1503,679878.8345,419459.051,0.04,0
1504,679878.8342,419459.0523,0.04,0
1505,679878.8336,419459.0538,0.04,0
1506,679878.8333,419459.055,0.04,0
1507,679878.833,419459.0565,0.04,0
1508,679878.8327,419459.0578,0.04,0
1509,679878.8321,419459.0593,0.04,0
1510,679878.8318,419459.0608,0.09,2.21
1511,679878.8315,419459.062,0.16,0.52
1512,679878.8311,419459.0635,0.58,11.26
1513,679878.8257,419459.0456,2.33,11.21
1514,679878.8257,419459.1376,5.07,11.1
1515,679878.8546,419459.3299,8.42,11.51
1516,679878.9208,419459.6274,11.57,11.3
1517,679879.0156,419460.0252,14.05,11.19
1518,679879.1158,419460.5327,15.63,9.66
1519,679879.2103,419461.0213,16.28,1.37
1520,679879.3051,419461.5096,16.36,-0.56
1521,679879.3996,419461.9979,16.32,0
1522,679879.4944,419462.4861,16.32,0
1523,679879.5889,419462.9747,16.32,0
1524,679879.6837,419463.463,16.32,0
1525,679879.7782,419463.9513,16.32,0
1526,679879.873,419464.4396,16.32,0
1527,679879.9674,419464.9282,16.32,0
1528,679880.0622,419465.4165,16.32,0
1529,679880.1567,419465.9048,16.32,0
1530,679880.2515,419466.3931,16.32,0
1531,679880.346,419466.8817,16.32,0
1532,679880.4408,419467.37,16.32,0
1533,679880.5353,419467.8582,16.32,0
1534,679880.6301,419468.3465,16.32,0
1535,679880.7246,419468.8351,16.32,0
1536,679880.8194,419469.3234,16.32,0
1537,679880.9138,419469.8117,16.32,0
1538,679881.0086,419470.3,16.32,0
1539,679881.1031,419470.7886,16.32,0
1540,679881.1979,419471.2769,16.32,0
1541,679881.2924,419471.7652,16.32,0
1542,679881.3872,419472.2535,16.32,0
1543,679881.4817,419472.7421,16.32,0
1544,679881.5765,419473.2303,16.28,-0.67
1545,679881.671,419473.7186,16.32,0.71
1546,679881.7658,419474.2069,16.84,8.02
1547,679881.8557,419474.673,18.19,11.23
1548,679881.9456,419475.2375,20.42,11.9
1549,679882.077,419475.8864,23.29,12.27
1550,679882.2507,419476.6234,26.22,12.27
1551,679882.4665,419477.4445,28.55,12.27
1552,679882.7237,419478.3644,30,9.08
1553,679882.9807,419479.2617,30.58,1.18
1554,679883.2331,419480.1591,30.63,-0.74
1555,679883.4854,419481.0564,30.58,-0.13
1556,679883.7378,419481.9537,30.58,0
1557,679883.9902,419482.8511,30.58,0
1558,679884.2423,419483.7484,30.58,0
1559,679884.4946,419484.6457,30.58,0
1560,679884.747,419485.543,30.58,0
1561,679884.9994,419486.4404,30.58,0
1562,679885.2518,419487.3377,30.58,0
1563,679885.5041,419488.235,30.58,0
1564,679885.7565,419489.1324,30.58,0
1565,679886.0089,419490.0297,30.58,0
1566,679886.2613,419490.927,30.58,0
1567,679886.5136,419491.8244,30.56,-0.55
1568,679886.766,419492.7217,30.58,1.61
1569,679887.0181,419493.619,31.02,7.91
1570,679887.2549,419494.5054,34,12.27
1571,679887.5929,419495.4286,40.13,10.02
1572,679887.9724,419496.4552,45.78,10.02
1573,679888.4418,419497.5839,48.8,6.14
1574,679888.8441,419498.8165,48.3,-10.02
1575,679889.2157,419500.1475,44.87,-10.02
1576,679889.5123,419501.5325,41.56,-12.27
1577,679889.7604,419502.7088,38.72,-12.27
1578,679890.0521,419503.7686,36.53,-10.18
1579,679890.4925,419504.6903,36.69,12.27
1580,679891.05,419505.6577,39.16,12.27
1581,679891.7352,419506.6651,42.41,12.27
1582,679892.567,419507.8233,45.65,11.85
1583,679893.3933,419508.9895,48.42,10.02
1584,679894.2193,419510.155,49.76,9
1585,679895.0453,419511.3203,49.77,-9.01
1586,679895.871,419512.4846,48.79,-12.27
1587,679896.6967,419513.6487,47.4,-9.87
1588,679897.5218,419514.8118,46.79,-0.18
1589,679898.3469,419515.9746,46.77,-0.19
1590,679899.1717,419517.1371,47.08,4.88
1591,679899.9962,419518.2987,47.81,8.76
1592,679900.8203,419519.4597,48.35,0.78
1593,679901.6445,419520.6203,48.25,-8.04
1594,679902.4708,419521.7893,47.31,-11.25
1595,679903.2941,419522.9447,45.73,-10.78
1596,679904.1042,419524.0451,44.23,-10.3
1597,679904.8973,419525.1131,43.08,-10.21
1598,679905.6773,419526.1253,42.26,-5.47
1599,679906.4549,419527.1251,41.87,-1.34
1600,679907.2348,419528.1337,41.79,0.37
1601,679908.0148,419529.1422,41.82,0.23
1602,679908.7948,419530.1511,41.84,0
1603,679909.5748,419531.1597,41.83,0
1604,679910.3548,419532.1683,41.83,0
1605,679911.1348,419533.1766,41.83,0
1606,679911.9147,419534.1852,41.79,-0.61
1607,679912.6944,419535.1937,41.79,-0.19
1608,679913.4744,419536.2023,42.17,6.03
1609,679914.2425,419537.1929,43.28,11.18
1610,679915.0408,419538.2478,45.2,11.2
1611,679915.8997,419539.3741,47.75,11.2
1612,679916.8025,419540.5649,50.29,11.2
1613,679917.766,419541.8268,51.32,11.17
1614,679918.7596,419543.153,51.31,5.75
1615,679919.7417,419544.4615,51.32,-6.2
1616,679920.7354,419545.7889,51.32,-11.11
1617,679921.6994,419547.0447,50.12,-11.16
1618,679922.6029,419548.2273,47.49,-11.19
1619,679923.463,419549.3404,44.85,-11.16
1620,679924.2628,419550.3801,42.85,-11.11
1621,679925.0327,419551.3481,41.68,-6.41
1622,679925.8145,419552.3351,41.26,-0.1
1623,679926.5964,419553.322,41.23,0.34
1624,679927.3782,419554.3093,41.34,0.93
1625,679928.1594,419555.288,41.66,3.83
1626,679928.9412,419556.2758,41.76,-3.9
1627,679929.7263,419557.3183,41.44,-5.94
1628,679930.5167,419558.3912,41.48,3.13
1629,679931.3104,419559.5186,42.16,12.27
1630,679932.105,419560.6552,43.4,11.76
1631,679932.899,419561.7839,44.75,8.61
1632,679933.693,419562.9123,45.27,-0.2
1633,679934.4867,419564.0406,45.26,0
1634,679935.2807,419565.169,45.24,-0.29
1635,679936.0744,419566.2974,45.2,-0.56
1636,679936.8684,419567.4257,45.28,1.49
1637,679937.6554,419568.5465,45.73,6.72
1638,679938.4488,419569.6745,46.69,11.44
1639,679939.2821,419570.8508,48.08,11.58
1640,679940.1523,419572.0593,49.46,11.44
1641,679941.0625,419573.316,50.42,6.68
1642,679941.9787,419574.58,50.86,1.46
1643,679942.8882,419575.8361,50.94,-0.59
1644,679943.7977,419577.0922,50.89,-0.32
1645,679944.7073,419578.3482,50.26,-10.07
1646,679945.6165,419579.6043,48.41,-11.02
1647,679946.526,419580.8604,45.83,-11.21
1648,679947.4367,419582.1034,42.94,-12.27
1649,679948.1881,419583.1891,40.46,-12.27
1650,679948.7916,419584.2318,39.29,-7.03
1651,679949.2552,419585.252,38.93,-5.31
1652,679949.5636,419586.4178,39.39,5.08
1653,679949.7837,419587.7175,41.42,12.27
1654,679950.0727,419589.2259,44.38,10.02
1655,679950.3366,419590.7533,47.82,10.02
1656,679950.6137,419592.2858,51.06,10.02
1657,679950.9459,419593.8455,52.31,3.28
1658,679951.3123,419595.4628,52.11,-8.77
1659,679951.7366,419597.0166,50.58,-12.27
1660,679952.1401,419598.4778,47.86,-12.27
1661,679952.497,419599.8577,44.96,-12.25
1662,679952.8256,419601.1567,43.01,-12.09
1663,679953.149,419602.3601,42.76,7.87
1664,679953.4556,419603.5805,44.21,11.01
1665,679953.8339,419604.9274,46.47,11.16
1666,679954.2487,419606.3304,48.14,11.16
1667,679954.7038,419607.8294,48.3,-7.06
1668,679955.0851,419609.2501,46.98,-10.02
1669,679955.4356,419610.6281,45.06,-10.51
1670,679955.7029,419611.8878,43.53,-11.16
1671,679955.9928,419613.154,42.77,-2.88
1672,679956.2827,419614.4204,42.24,-5.57
1673,679956.5725,419615.6865,41.37,-11.15
1674,679956.8624,419616.953,40.59,-6.47
1675,679957.1522,419618.2191,40.5,3.88
1676,679957.4421,419619.4853,41.34,12.27
1677,679957.7381,419620.7407,42.78,11.61
1678,679958.0279,419622.02,44.04,10.02
1679,679958.2873,419623.3581,45.24,10.02
1680,679958.5059,419624.7358,46.45,10.02
1681,679958.6939,419626.1723,47.36,8.51
1682,679958.8759,419627.6329,47.73,-0.83
1683,679959.064,419629.0822,47.61,3.45
1684,679959.252,419630.5318,47.41,4.56
1685,679959.4401,419631.9812,47.39,5.21
1686,679959.6281,419633.4305,47.58,4.19
1687,679959.8162,419634.8801,47.84,1.78
1688,679960.0043,419636.3294,47.93,-0.38
1689,679960.1923,419637.7788,47.92,0.05
1690,679960.3804,419639.2281,48.17,4.05
1691,679960.5651,419640.6652,48.99,11.21
1692,679960.7593,419642.1395,50.34,11.2
1693,679960.965,419643.6928,51.35,11.14
1694,679961.1616,419645.3155,51.34,11.14
1695,679961.3338,419647.0066,51.34,8.99
1696,679961.4771,419648.7802,51.34,-11.21
1697,679961.6194,419650.5285,51.33,-11.33
1698,679961.7581,419652.0483,48.18,-11.21
1699,679961.851,419653.4592,44.89,-10.79
1700,679961.9071,419654.7741,44.23,11.99
1701,679961.9266,419656.1686,45.98,12.27
1702,679961.9489,419657.6087,48.3,12.2
1703,679961.9891,419659.2208,48.81,-8.17
1704,679962.0385,419660.7329,47.23,-10.39
1705,679962.0958,419662.1545,45.07,-10.08
1706,679962.1546,419663.4728,43.64,-4.89
1707,679962.2116,419664.8121,43.38,4.81
1708,679962.2689,419666.1511,43.74,3.56
1709,679962.3259,419667.4901,43.96,-0.09
1710,679962.3829,419668.8284,43.95,-0.08
1711,679962.4399,419670.1668,43.95,-0.06
1712,679962.4969,419671.5049,43.94,-0.07
1713,679962.5539,419672.8429,44.45,8.43
1714,679962.6109,419674.1804,45.63,10.75
1715,679962.6679,419675.5179,46.67,10.02
1716,679962.7246,419676.855,47.43,-2.43
1717,679962.792,419678.1861,48.06,-1.98
1718,679962.8401,419679.6421,49.06,10.02
1719,679962.8426,419681.1509,50.66,10.02
1720,679962.7938,419682.7459,51.21,2.99
1721,679962.745,419684.2501,49.79,-11.44
1722,679962.745,419685.6997,47.2,-12.27
1723,679962.7901,419687.0253,44.74,-10.14
1724,679962.8377,419688.3393,43.5,-4.05
1725,679962.8788,419689.6566,43.24,-0.46
1726,679962.9203,419690.9737,43.23,-0.17
1727,679962.9614,419692.2907,43.24,0
1728,679963.0029,419693.6078,43.24,0
1729,679963.044,419694.9248,43.24,0
1730,679963.0855,419696.2418,43.23,0
1731,679963.1266,419697.5589,43.23,0
1732,679963.1681,419698.8756,43.23,0
1733,679963.2092,419700.1927,43.23,-0.12
1734,679963.2507,419701.5094,43.09,-2.31
1735,679963.2918,419702.8261,42.75,-3.84
1736,679963.329,419704.1429,42.53,3.96
1737,679963.3726,419705.4593,42.54,5.43
1738,679963.436,419706.776,42.8,6.26
1739,679963.514,419708.0937,43.17,2.91
1740,679963.5963,419709.4122,43.34,-0.7
1741,679963.6692,419710.7317,43.35,-1.15
1742,679963.7353,419712.0515,43.35,-0.54
1743,679963.8039,419713.3713,43.36,0
1744,679963.8728,419714.6908,43.35,0.07
1745,679963.9414,419716.0102,43.35,0
1746,679964.0099,419717.33,43.35,0.34
1747,679964.0788,419718.6495,43.36,0.11
1748,679964.1474,419719.969,43.34,-2.93
1749,679964.2279,419721.2891,43.15,-5.71
1750,679964.2785,419722.6086,42.73,-7.16
1751,679964.2678,419723.9265,42.45,4.26
1752,679964.2139,419725.2426,42.46,5.44
1753,679964.0986,419726.5575,42.77,6.91
1754,679963.9536,419727.8718,43.18,4.1
1755,679963.8204,419729.1864,43.36,0
1756,679963.6869,419730.5011,43.34,-3.27
1757,679963.5418,419731.8153,43.29,-5
1758,679963.4269,419733.13,43.24,-5
1759,679963.3726,419734.4461,43.22,-4.99
1760,679963.3622,419735.764,43.27,5.02
1761,679963.4125,419737.0838,43.36,5.02
1762,679963.493,419738.4036,43.33,0.47
1763,679963.5704,419739.731,42.97,-7.13
1764,679963.6357,419741.0508,41.95,-12.27
1765,679963.6457,419742.3209,40.28,-12.27
1766,679963.6232,419743.5593,38.82,-10.02
1767,679963.5454,419744.748,38.13,2.94
1768,679963.4555,419745.9291,38.24,6.87
1769,679963.3741,419747.1178,38.79,4.6
1770,679963.2931,419748.3069,39.08,-0.16
1771,679963.2117,419749.4956,39.09,0
1772,679963.1306,419750.6843,39.09,0
1773,679963.0492,419751.873,39.09,0
1774,679962.9681,419753.0617,39.09,0
1775,679962.8868,419754.2505,39.09,0
1776,679962.8054,419755.4392,39.09,0
1777,679962.7243,419756.6279,39.09,0
1778,679962.6429,419757.8166,38.93,-2.6
1779,679962.5618,419759.0053,38.49,-5.89
1780,679962.4805,419760.1941,38.09,-4.8
1781,679962.3994,419761.3828,37.98,-2.76
1782,679962.318,419762.5712,38.26,5.41
1783,679962.2369,419763.7599,38.75,4.67
1784,679962.1555,419764.9483,39.02,0.4
1785,679962.0766,419766.1431,38.83,-3.48
1786,679961.9955,419767.3319,38.29,-6.32
1787,679961.9029,419768.488,38.03,3.57
1788,679961.7959,419769.6032,39.02,11.31
1789,679961.6767,419770.7109,41.35,10.99
1790,679961.556,419772.0596,44.12,10.02
1791,679961.4408,419773.5141,46.14,10.02
1792,679961.3298,419775.0656,46.12,-10.81
1793,679961.2229,419776.5188,44.02,-11.26
1794,679961.1171,419777.8609,40.98,-11.62
1795,679961.0104,419778.9764,38.09,-11.45
1796,679960.904,419780.0557,36.26,-9.34
1797,679960.7974,419781.1353,35.65,-1.04
1798,679960.691,419782.2146,35.58,0
1799,679960.5843,419783.2939,35.58,0
1800,679960.4779,419784.3732,35.58,0
1801,679960.3712,419785.4522,35.58,0.04
1802,679960.2649,419786.5315,35.59,0.08
1803,679960.1582,419787.6105,35.57,-0.27
1804,679960.0518,419788.6916,35.48,-1.33
1805,679959.9451,419789.7706,35.28,-2.7
1806,679959.8385,419790.839,34.99,-3.37
1807,679959.7312,419791.893,34.7,-2.71
1808,679959.6239,419792.936,34.49,-1.33
1809,679959.5163,419793.9772,34.41,-0.24
1810,679959.409,419795.0202,34.39,0.12
1811,679959.3014,419796.0635,34.4,0.05
1812,679959.1941,419797.1069,34.4,0
1813,679959.0865,419798.1499,34.4,0
1814,679958.9792,419799.1932,34.4,0
1815,679958.8716,419800.2362,34.4,0
1816,679958.7643,419801.2793,34.38,-0.64
1817,679958.6567,419802.3226,34.06,-5.09
1818,679958.5495,419803.3656,32.99,-10.02
1819,679958.4629,419804.4001,31.11,-10.02
1820,679958.3084,419805.2776,29,-10.02
1821,679958.1221,419806.0899,27.58,-8.21
1822,679957.8722,419806.8193,27.55,7.78
1823,679957.6741,419807.6475,29.11,10.02
1824,679957.5122,419808.5542,31.55,10.02
1825,679957.4141,419809.6253,33.6,10.02
1826,679957.2958,419810.7061,34.04,-7.24
1827,679957.1724,419811.7973,32.26,-11.19
1828,679957.0538,419812.7477,28.75,-11.39
1829,679956.9621,419813.5533,24.64,-10.39
1830,679956.9026,419814.2263,21.46,-10.02
1831,679956.8718,419814.7408,20.17,4.7
1832,679956.8569,419815.3251,20.92,12.27
1833,679956.8508,419815.977,23.03,12.27
1834,679956.8554,419816.7214,25.14,11.65
1835,679956.8621,419817.5702,26.53,8.75
1836,679956.867,419818.3971,27.09,1.07
1837,679956.8718,419819.2235,27.14,-0.77
1838,679956.8767,419820.0492,27.12,0.49
1839,679956.8816,419820.8746,27.06,-1.25
1840,679956.8865,419821.6993,26.5,-8.47
1841,679956.8971,419822.5452,25.14,-12.27
1842,679956.9026,419823.291,22.94,-12.27
1843,679956.8791,419823.9506,20.2,-12.27
1844,679956.8182,419824.5197,17.51,-10.02
1845,679956.7286,419825.0025,15.43,-10.02
1846,679956.6338,419825.3853,14.14,-7.99
1847,679956.5445,419825.7904,13.63,-1.09
1848,679956.4549,419826.1954,13.58,0.54
1849,679956.3656,419826.6002,13.6,-0.03
1850,679956.2763,419827.0053,13.6,0
1851,679956.1869,419827.4101,13.62,0.41
1852,679956.0976,419827.8149,13.64,0.34
1853,679956.008,419828.2196,13.29,-5.71
1854,679955.9129,419828.6378,12.11,-11.55
1855,679955.8233,419829.0164,10.25,-12.27
1856,679955.7633,419829.3312,8.23,-12.27
1857,679955.7419,419829.5964,6.73,-9.18
1858,679955.7496,419829.7979,6.02,-2.7
1859,679955.763,419829.9594,5.8,-1.29
1860,679955.7706,419830.1347,5.72,-0.31
1861,679955.7782,419830.3096,5.73,0.39
1862,679955.7858,419830.4849,5.76,0
1863,679955.7935,419830.6602,5.76,0
1864,679955.8011,419830.8351,5.75,0
1865,679955.8087,419831.0104,5.75,0
1866,679955.8163,419831.1853,5.77,0.3
1867,679955.8239,419831.3606,5.8,0.25
1868,679955.8316,419831.5358,5.65,-2.25
1869,679955.8398,419831.7212,5.16,-7.22
1870,679955.8474,419831.8858,4.2,-11.44
1871,679955.8526,419831.9924,2.89,-11.54
1872,679955.8547,419832.0613,1.56,-11.43
1873,679955.8544,419832.0726,0.61,-7.21
1874,679955.8541,419832.0628,0.11,-2.25
1875,679955.8541,419832.0635,0,0.26
1876,679955.8541,419832.0641,0,0.3
1877,679955.8541,419832.0647,0,0
1878,679955.8541,419832.0653,0,0
1879,679955.8538,419832.0659,0,0
1880,679955.8538,419832.0665,0,0
1881,679955.8538,419832.0671,0,0
1882,679955.8538,419832.0677,0,0
1883,679955.8538,419832.0683,0,0
1884,679955.8538,419832.0689,0,0
1885,679955.8538,419832.0696,0,0
1886,679955.8538,419832.0702,0,0
1887,679955.8535,419832.0708,0,0
1888,679955.8535,419832.0714,0,0
1889,679955.8535,419832.072,0,0
1890,679955.8535,419832.0726,0,0
1891,679955.8535,419832.0732,0,0
1892,679955.8535,419832.0738,0,0
1893,679955.8535,419832.0744,0,0
1894,679955.8532,419832.075,0,0
1895,679955.8532,419832.0757,0,0
1896,679955.8532,419832.0763,0,0
1897,679955.8532,419832.0769,0,0
1898,679955.8532,419832.0775,0,0
1899,679955.8532,419832.0781,0,0
1900,679955.8532,419832.0787,0,0
1901,679955.8532,419832.0793,0,0
1902,679955.8529,419832.0799,0,0
1903,679955.8529,419832.0802,0,0
1904,679955.8529,419832.0808,0,0
1905,679955.8529,419832.0814,0,0
1906,679955.8529,419832.0821,0,0
1907,679955.8529,419832.0827,0,0
1908,679955.8529,419832.0833,0,0
1909,679955.8526,419832.0839,0,0
1910,679955.8526,419832.0845,0,0
1911,679955.8526,419832.0851,0,0
1912,679955.8526,419832.0857,0,0
1913,679955.8526,419832.0863,0,0
1914,679955.8526,419832.0869,0,0
1915,679955.8526,419832.0875,0,0
1916,679955.8526,419832.0881,0,0
1917,679955.8523,419832.0888,0,0
1918,679955.8523,419832.0894,0,0
1919,679955.8523,419832.09,0,0
1920,679955.8523,419832.0906,0,0
1921,679955.8523,419832.0912,0,0
1922,679955.8523,419832.0918,0,0
1923,679955.8523,419832.0924,0,0
1924,679955.852,419832.093,0,0
1925,679955.852,419832.0936,0,0
1926,679955.852,419832.0942,0,0
1927,679955.852,419832.0949,0,0
1928,679955.852,419832.0955,0,0
1929,679955.852,419832.0961,0,0
1930,679955.852,419832.0967,0,0
1931,679955.852,419832.0973,0,0
1932,679955.8517,419832.0979,0,0
1933,679955.8517,419832.0985,0,0
1934,679955.8517,419832.0988,0,0
1935,679955.8517,419832.0994,0,0
1936,679955.8517,419832.1,0,0
1937,679955.8517,419832.1006,0,0
1938,679955.8517,419832.1013,0,0
1939,679955.8517,419832.1019,0,0
1940,679955.8514,419832.1025,0,0
1941,679955.8514,419832.1031,0,0
1942,679955.8514,419832.1037,0,0
1943,679955.8514,419832.1043,0,0
1944,679955.8514,419832.1049,0,0
1945,679955.8514,419832.1055,0,0
1946,679955.8514,419832.1061,0,0
1947,679955.8511,419832.1067,0,0
1948,679955.8511,419832.1073,0,0
1949,679955.8511,419832.108,0,0
1950,679955.8511,419832.1086,0,0
1951,679955.8511,419832.1092,0,0
1952,679955.8511,419832.1098,0,0
1953,679955.8511,419832.1104,0,0
1954,679955.8511,419832.111,0,0
1955,679955.8508,419832.1116,0,0
1956,679955.8508,419832.1122,0,0
1957,679955.8508,419832.1128,0,0
1958,679955.8508,419832.1134,0,0
1959,679955.8508,419832.1141,0,0
1960,679955.8508,419832.1147,0,0
1961,679955.8508,419832.1153,0,0
1962,679955.8504,419832.1159,0,0
1963,679955.8504,419832.1165,0,0
1964,679955.8504,419832.1171,0,0
1965,679955.8504,419832.1174,0,0
1966,679955.8504,419832.118,0,0
1967,679955.8504,419832.1186,0,0
1968,679955.8504,419832.1192,0,0
1969,679955.8504,419832.1198,0,0
1970,679955.8501,419832.1205,0,0
1971,679955.8501,419832.1211,0,0
1972,679955.8501,419832.1217,0,0
1973,679955.8501,419832.1223,0,0
1974,679955.8501,419832.1229,0,0
1975,679955.8501,419832.1235,0,0
1976,679955.8501,419832.1241,0,0
1977,679955.8498,419832.1247,0,0
1978,679955.8498,419832.1253,0,0
1979,679955.8498,419832.1259,0,0
1980,679955.8498,419832.1266,0,0
1981,679955.8498,419832.1272,0,0
1982,679955.8498,419832.1278,0,0
1983,679955.8498,419832.1284,0,0
1984,679955.8498,419832.129,0,0
1985,679955.8495,419832.1296,0,0
1986,679955.8495,419832.1302,0,0
1987,679955.8495,419832.1308,0,0
1988,679955.8495,419832.1314,0,0
1989,679955.8495,419832.132,0,0
1990,679955.8495,419832.1326,0,0
1991,679955.8495,419832.1333,0,0
1992,679955.8492,419832.1339,0,0
1993,679955.8492,419832.1345,0,0
1994,679955.8492,419832.1351,0,0
1995,679955.8492,419832.1357,0,0
1996,679955.8492,419832.1363,0,0
1997,679955.8492,419832.1366,0,0
1998,679955.8492,419832.1372,0,0
1999,679955.8492,419832.1378,0,0
2000,679955.8489,419832.1384,0,0
2001,679955.8489,419832.139,0,0
2002,679955.8489,419832.1397,0,0
2003,679955.8489,419832.1403,0,0
2004,679955.8489,419832.1409,0,0
2005,679955.8489,419832.1415,0,0
2006,679955.8489,419832.1421,0,0
2007,679955.8486,419832.1427,0,0
2008,679955.8486,419832.1433,0,0
2009,679955.8486,419832.1439,0,0
2010,679955.8486,419832.1445,0,0
2011,679955.8486,419832.1451,0,0
2012,679955.8486,419832.1458,0,0
2013,679955.8486,419832.1464,0,0
2014,679955.8486,419832.147,0,0
2015,679955.8483,419832.1476,0,0
2016,679955.8483,419832.1482,0,0
2017,679955.8483,419832.1488,0,0
2018,679955.8483,419832.1494,0,0
2019,679955.8483,419832.15,0,0
2020,679955.8483,419832.1506,0,0
2021,679955.8483,419832.1512,0,0
2022,679955.8483,419832.1519,0,0
2023,679955.848,419832.1525,0,0
2024,679955.848,419832.1531,0,0
2025,679955.848,419832.1537,0,0
2026,679955.848,419832.1543,0,0
2027,679955.848,419832.1549,0,0
2028,679955.848,419832.1552,0,0
2029,679955.848,419832.1558,0,0
2030,679955.8477,419832.1564,0,0
2031,679955.8477,419832.157,0,0
2032,679955.8477,419832.1576,0,0
2033,679955.8477,419832.1583,0,0
2034,679955.8477,419832.1589,0,0
2035,679955.8477,419832.1595,0,0
2036,679955.8477,419832.1601,0,0
2037,679955.8477,419832.1607,0,0
2038,679955.8474,419832.1613,0,0
2039,679955.8474,419832.1619,0,0
2040,679955.8474,419832.1625,0,0
2041,679955.8474,419832.1631,0,0
2042,679955.8474,419832.1637,0,0
2043,679955.8474,419832.1643,0,0
2044,679955.8474,419832.165,0,0
2045,679955.8471,419832.1656,0,0
2046,679955.8471,419832.1662,0,0
2047,679955.8471,419832.1668,0,0
2048,679955.8471,419832.1674,0,0
2049,679955.8471,419832.168,0,0
2050,679955.8471,419832.1686,0,0
2051,679955.8471,419832.1692,0,0
2052,679955.8471,419832.1698,0,0
2053,679955.8468,419832.1704,0,0
2054,679955.8468,419832.1711,0,0
2055,679955.8468,419832.1717,0,0
2056,679955.8468,419832.1723,0,0
2057,679955.8468,419832.1729,0,0
2058,679955.8468,419832.1735,0,0
2059,679955.8468,419832.1738,0,0
2060,679955.8465,419832.1744,0,0
2061,679955.8465,419832.175,0,0
2062,679955.8465,419832.1756,0,0
2063,679955.8465,419832.1762,0,0
2064,679955.8465,419832.1768,0,0
2065,679955.8465,419832.1775,0,0
2066,679955.8465,419832.1781,0,0
2067,679955.8465,419832.1787,0,0
2068,679955.8462,419832.1793,0,0
2069,679955.8462,419832.1799,0,0
2070,679955.8462,419832.1805,0,0
2071,679955.8462,419832.1811,0,0
2072,679955.8462,419832.1817,0,0
2073,679955.8462,419832.1823,0,0
2074,679955.8462,419832.1829,0,0
2075,679955.8459,419832.1835,0,0
2076,679955.8459,419832.1842,0,0
2077,679955.8459,419832.1848,0,0
2078,679955.8459,419832.1854,0,0
