Global_Time,Global_X,Global_Y,v_Vel,v_Acc,Time_diff,Pred_X,Pred_Y,Haversine_Distance,Calculated_Speed
1237,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1238,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1239,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1240,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1241,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1242,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1243,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1244,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1245,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1246,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1247,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1248,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1249,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1250,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1251,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1252,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1253,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1254,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1255,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1256,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1257,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1258,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1259,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1260,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1261,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1262,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1263,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1264,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1265,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1266,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1267,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1268,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1269,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1270,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1271,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1272,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1273,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1274,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1275,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1276,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1277,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1278,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1279,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1280,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1281,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1282,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1283,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1284,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1285,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1286,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1287,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1288,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1289,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1290,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1291,679878.9159,419458.76,0,0,1,679878.9159,419458.76,0,0
1292,679878.9159,419458.76,0,0.04,1,679878.9159,419458.76,0,0
1293,679878.9159,419458.76,0,0.07,1,679878.9159,419458.7603,0,0
1294,679878.9159,419458.7603,0,0.09,1,679878.9156,419458.7612,33.35848135,33.35848135
1295,679878.9156,419458.7612,0,0.09,1,679878.9153,419458.7624,101.5597712,101.5597712
1296,679878.9153,419458.7624,0.04,0.07,1,679878.9147,419458.7639,134.5506754,134.5506754
1297,679878.9147,419458.7639,0.04,0.03,1,679878.9144,419458.7654,170.3429385,170.3429385
1298,679878.9144,419458.7654,0.05,0,1,679878.9141,419458.767,167.6869899,167.6869899
1299,679878.9141,419458.767,0.04,0,1,679878.9137,419458.7682,178.750773,178.750773
1300,679878.9137,419458.7682,0.04,0,1,679878.9131,419458.7697,135.4122563,135.4122563
1301,679878.9131,419458.7697,0.04,0,1,679878.9128,419458.7709,170.34176,170.34176
1302,679878.9128,419458.7709,0.04,0,1,679878.9125,419458.7725,134.5501372,134.5501372
1303,679878.9125,419458.7725,0.04,0,1,679878.9119,419458.7737,178.7505086,178.7505086
1304,679878.9119,419458.7737,0.04,0,1,679878.9116,419458.7752,137.8438883,137.8438883
1305,679878.9116,419458.7752,0.04,0,1,679878.9113,419458.7767,167.6864867,167.6864867
1306,679878.9113,419458.7767,0.05,0,1,679878.911,419458.7779,167.686416,167.686416
1307,679878.911,419458.7779,0.04,0,1,679878.9104,419458.7795,134.54969,134.54969
1308,679878.9104,419458.7795,0.04,0,1,679878.9101,419458.7807,181.2417729,181.2417729
1309,679878.9101,419458.7807,0.04,0,1,679878.9098,419458.7822,134.5495109,134.5495109
1310,679878.9098,419458.7822,0.04,0,1,679878.9092,419458.7834,167.686133,167.686133
1311,679878.9092,419458.7834,0.04,0,1,679878.9089,419458.785,137.841465,137.841465
1312,679878.9089,419458.785,0.04,0,1,679878.9086,419458.7865,178.7499002,178.7499002
1313,679878.9086,419458.7865,0.04,0,1,679878.9083,419458.7877,167.6859135,167.6859135
1314,679878.9083,419458.7877,0.04,0,1,679878.9077,419458.7892,134.5490622,134.5490622
1315,679878.9077,419458.7892,0.04,0,1,679878.9073,419458.7904,170.3378178,170.3378178
1316,679878.9073,419458.7904,0.04,0,1,679878.907,419458.792,135.4097471,135.4097471
1317,679878.907,419458.792,0.04,0,1,679878.9067,419458.7932,178.7495689,178.7495689
1318,679878.9067,419458.7932,0.04,0,1,679878.9061,419458.7947,134.5487104,134.5487104
1319,679878.9061,419458.7947,0.04,0,1,679878.9058,419458.7962,170.3367061,170.3367061
1320,679878.9058,419458.7962,0.04,0,1,679878.9055,419458.7975,167.685415,167.685415
1321,679878.9055,419458.7975,0.04,0,1,679878.9049,419458.799,145.5828257,145.5828257
1322,679878.9049,419458.799,0.04,0,1,679878.9046,419458.8002,170.3358359,170.3358359
1323,679878.9046,419458.8002,0.04,0,1,679878.9043,419458.8017,134.5482626,134.5482626
1324,679878.9043,419458.8017,0.04,0,1,679878.904,419458.8029,167.6851327,167.6851327
1325,679878.904,419458.8029,0.04,0,1,679878.9034,419458.8045,134.5480907,134.5480907
1326,679878.9034,419458.8045,0.04,0,1,679878.9031,419458.8057,181.2370249,181.2370249
1327,679878.9031,419458.8057,0.04,0,1,679878.9028,419458.8072,134.5479108,134.5479108
1328,679878.9028,419458.8072,0.04,0,1,679878.9022,419458.8087,167.6848441,167.6848441
1329,679878.9022,419458.8087,0.04,0,1,679878.9019,419458.81,170.3338826,170.3338826
1330,679878.9019,419458.81,0.04,0,1,679878.9016,419458.8115,145.5820861,145.5820861
1331,679878.9016,419458.8115,0.04,0,1,679878.9013,419458.8127,167.6846362,167.6846362
1332,679878.9013,419458.8127,0.04,0,1,679878.9006,419458.8142,134.5474574,134.5474574
1333,679878.9006,419458.8142,0.04,0,1,679878.9003,419458.8154,171.5932884,171.5932884
1334,679878.9003,419458.8154,0.04,0,1,679878.9,419458.817,134.5472863,134.5472863
1335,679878.9,419458.817,0.04,0,1,679878.8997,419458.8185,178.7483596,178.7483596
1336,679878.8997,419458.8185,0.04,0,1,679878.8991,419458.8197,167.6842764,167.6842764
1337,679878.8991,419458.8197,0.04,0,1,679878.8988,419458.8212,137.8323925,137.8323925
1338,679878.8988,419458.8212,0.04,0,1,679878.8985,419458.8224,167.6841379,167.6841379
1339,679878.8985,419458.8224,0.04,0,1,679878.8979,419458.824,134.546838,134.546838
1340,679878.8979,419458.824,0.04,0,1,679878.8976,419458.8252,181.2333266,181.2333266
1341,679878.8976,419458.8252,0.04,0,1,679878.8973,419458.8267,134.546659,134.546659
1342,679878.8973,419458.8267,0.05,0,1,679878.897,419458.8282,167.68385,167.68385
1343,679878.897,419458.8282,0.04,0,1,679878.8964,419458.8295,167.6837724,167.6837724
1344,679878.8964,419458.8295,0.04,0,1,679878.8961,419458.831,148.6209138,148.6209138
1345,679878.8961,419458.831,0.04,0,1,679878.8958,419458.8322,167.6836346,167.6836346
1346,679878.8958,419458.8322,0.04,0,1,679878.8952,419458.8337,134.5462115,134.5462115
1347,679878.8952,419458.8337,0.04,0,1,679878.8948,419458.8349,170.3288308,170.3288308
1348,679878.8948,419458.8349,0.04,0,1,679878.8945,419458.8365,135.4047146,135.4047146
1349,679878.8945,419458.8365,0.04,0,1,679878.8942,419458.838,178.747427,178.747427
1350,679878.8942,419458.838,0.04,0,1,679878.8936,419458.8392,167.683271,167.683271
1351,679878.8936,419458.8392,0.04,0,1,679878.8933,419458.8407,137.8275305,137.8275305
1352,679878.8933,419458.8407,0.04,0,1,679878.893,419458.842,167.6831319,167.6831319
1353,679878.893,419458.842,0.04,0,1,679878.8924,419458.8435,145.5802011,145.5802011
1354,679878.8924,419458.8435,0.04,0,1,679878.8921,419458.8447,170.3268472,170.3268472
1355,679878.8921,419458.8447,0.04,0,1,679878.8918,419458.8462,134.5454175,134.5454175
1356,679878.8918,419458.8462,0.04,0,1,679878.8915,419458.8477,167.6828499,167.6828499
1357,679878.8915,419458.8477,0.04,0,1,679878.8909,419458.849,167.6827672,167.6827672
1358,679878.8909,419458.849,0.04,0,1,679878.8906,419458.8505,148.6164046,148.6164046
1359,679878.8906,419458.8505,0.04,0,1,679878.8903,419458.8517,167.6826294,167.6826294
1360,679878.8903,419458.8517,0.04,0,1,679878.89,419458.8532,134.5449709,134.5449709
1361,679878.89,419458.8532,0.04,0,1,679878.8894,419458.8545,167.6824903,167.6824903
1362,679878.8894,419458.8545,0.04,0,1,679878.8891,419458.856,148.6151333,148.6151333
1363,679878.8891,419458.856,0.04,0,1,679878.8888,419458.8575,167.6823468,167.6823468
1364,679878.8888,419458.8575,0.05,0,1,679878.8881,419458.8587,167.6822653,167.6822653
1365,679878.8881,419458.8587,0.04,0,1,679878.8878,419458.8602,139.3735325,139.3735325
1366,679878.8878,419458.8602,0.04,0,1,679878.8875,419458.8615,167.6821314,167.6821314
1367,679878.8875,419458.8615,0.04,0,1,679878.8872,419458.863,145.5790508,145.5790508
1368,679878.8872,419458.863,0.04,0,1,679878.8866,419458.8642,167.6819879,167.6819879
1369,679878.8866,419458.8642,0.05,0,1,679878.8863,419458.8657,137.8212922,137.8212922
1370,679878.8863,419458.8657,0.04,0,1,679878.886,419458.8673,167.6818501,167.6818501
1371,679878.886,419458.8673,0.04,0,1,679878.8854,419458.8685,178.7459397,178.7459397
1372,679878.8854,419458.8685,0.04,0,1,679878.8851,419458.87,137.820221,137.820221
1373,679878.8851,419458.87,0.04,0,1,679878.8848,419458.8712,167.6816297,167.6816297
1374,679878.8848,419458.8712,0.04,0,1,679878.8845,419458.8727,134.5437242,134.5437242
1375,679878.8845,419458.8727,0.04,0,1,679878.8839,419458.874,167.6814913,167.6814913
1376,679878.8839,419458.874,0.04,0,1,679878.8836,419458.8755,148.6106203,148.6106203
1377,679878.8836,419458.8755,0.04,0,1,679878.8833,419458.877,167.6813484,167.6813484
1378,679878.8833,419458.877,0.04,0,1,679878.883,419458.8782,167.6812645,167.6812645
1379,679878.883,419458.8782,0.04,0,1,679878.8824,419458.8797,134.5432771,134.5432771
1380,679878.8824,419458.8797,0.04,0,1,679878.882,419458.881,170.3195391,170.3195391
1381,679878.882,419458.881,0.04,0,1,679878.8817,419458.8825,146.369768,146.369768
1382,679878.8817,419458.8825,0.04,0,1,679878.8811,419458.8837,167.6809884,167.6809884
1383,679878.8811,419458.8837,0.04,0,1,679878.8808,419458.8852,137.8164297,137.8164297
1384,679878.8808,419458.8852,0.04,0,1,679878.8805,419458.8865,167.6808501,167.6808501
1385,679878.8805,419458.8865,0.04,0,1,679878.8802,419458.888,145.577575,145.577575
1386,679878.8802,419458.888,0.04,0,1,679878.8796,419458.8895,167.6807008,167.6807008
1387,679878.8796,419458.8895,0.05,0,1,679878.8793,419458.8907,170.3175671,170.3175671
1388,679878.8793,419458.8907,0.04,0,1,679878.879,419458.8922,134.542473,134.542473
1389,679878.879,419458.8922,0.04,0,1,679878.8784,419458.8935,167.6804978,167.6804978
1390,679878.8784,419458.8935,0.04,0,1,679878.8781,419458.895,148.6061046,148.6061046
1391,679878.8781,419458.895,0.04,0,1,679878.8778,419458.8962,167.6803485,167.6803485
1392,679878.8778,419458.8962,0.04,0,1,679878.8775,419458.8977,134.5421283,134.5421283
1393,679878.8775,419458.8977,0.04,0,1,679878.8769,419458.8993,167.6802045,167.6802045
1394,679878.8769,419458.8993,0.04,0,1,679878.8766,419458.9005,181.2190395,181.2190395
1395,679878.8766,419458.9005,0.04,0,1,679878.8763,419458.902,134.541848,134.541848
1396,679878.8763,419458.902,0.04,0,1,679878.876,419458.9032,167.6799951,167.6799951
1397,679878.876,419458.9032,0.04,0,1,679878.8753,419458.9047,134.5416757,134.5416757
1398,679878.8753,419458.9047,0.04,0,1,679878.875,419458.906,171.5686033,171.5686033
1399,679878.875,419458.906,0.04,0,1,679878.8747,419458.9075,145.5764171,145.5764171
1400,679878.8747,419458.9075,0.05,0,1,679878.8741,419458.909,167.6797018,167.6797018
1401,679878.8741,419458.909,0.04,0,1,679878.8738,419458.9102,170.3136329,170.3136329
1402,679878.8738,419458.9102,0.04,0,1,679878.8735,419458.9118,134.5412288,134.5412288
1403,679878.8735,419458.9118,0.04,0,1,679878.8732,419458.913,178.7438128,178.7438128
1404,679878.8732,419458.913,0.04,0,1,679878.8726,419458.9145,134.5410493,134.5410493
1405,679878.8726,419458.9145,0.04,0,1,679878.8723,419458.9157,170.3125235,170.3125235
1406,679878.8723,419458.9157,0.04,0,1,679878.872,419458.9172,134.5408769,134.5408769
1407,679878.872,419458.9172,0.04,0,1,679878.8714,419458.9188,167.6792171,167.6792171
1408,679878.8714,419458.9188,0.04,0,1,679878.8711,419458.92,181.2153325,181.2153325
1409,679878.8711,419458.92,0.04,0,1,679878.8708,419458.9215,134.5406025,134.5406025
1410,679878.8708,419458.9215,0.04,0,1,679878.8705,419458.9227,167.6789969,167.6789969
1411,679878.8705,419458.9227,0.04,0,1,679878.8699,419458.9243,134.5404309,134.5404309
1412,679878.8699,419458.9243,0.04,0,1,679878.8696,419458.9255,181.2143002,181.2143002
1413,679878.8696,419458.9255,0.04,0,1,679878.8692,419458.927,134.5402522,134.5402522
1414,679878.8692,419458.927,0.04,0,1,679878.8686,419458.9285,168.3648496,168.3648496
1415,679878.8686,419458.9285,0.04,0,1,679878.8683,419458.9297,170.3096864,170.3096864
1416,679878.8683,419458.9297,0.04,0,1,679878.868,419458.9313,134.5399907,134.5399907
1417,679878.868,419458.9313,0.04,0,1,679878.8677,419458.9325,178.7428697,178.7428697
1418,679878.8677,419458.9325,0.04,0,1,679878.8671,419458.934,134.5398113,134.5398113
1419,679878.8671,419458.934,0.04,0,1,679878.8668,419458.9352,170.3085842,170.3085842
1420,679878.8668,419458.9352,0.04,0,1,679878.8665,419458.9367,134.539639,134.539639
1421,679878.8665,419458.9367,0.04,0,1,679878.8662,419458.9383,167.6782129,167.6782129
1422,679878.8662,419458.9383,0.04,0,1,679878.8656,419458.9395,178.7425277,178.7425277
1423,679878.8656,419458.9395,0.04,0,1,679878.8653,419458.941,137.8025198,137.8025198
1424,679878.8653,419458.941,0.04,0,1,679878.865,419458.9422,167.6779927,167.6779927
1425,679878.865,419458.9422,0.04,0,1,679878.8644,419458.9438,134.5391916,134.5391916
1426,679878.8644,419458.9438,0.04,0,1,679878.8641,419458.945,181.2106005,181.2106005
1427,679878.8641,419458.945,0.05,0,1,679878.8638,419458.9465,134.539013,134.539013
1428,679878.8638,419458.9465,0.04,0,1,679878.8635,419458.948,167.6777112,167.6777112
1429,679878.8635,419458.948,0.04,0,1,679878.8628,419458.9492,167.6776287,167.6776287
1430,679878.8628,419458.9492,0.04,0,1,679878.8625,419458.9508,139.3431628,139.3431628
1431,679878.8625,419458.9508,0.04,0,1,679878.8622,419458.952,178.7419332,178.7419332
1432,679878.8622,419458.952,0.04,0,1,679878.8616,419458.9535,134.5385679,134.5385679
1433,679878.8616,419458.9535,0.04,0,1,679878.8613,419458.9547,170.3046543,170.3046543
1434,679878.8613,419458.9547,0.04,0,1,679878.861,419458.9563,134.5383942,134.5383942
1435,679878.861,419458.9563,0.04,0,1,679878.8607,419458.9578,178.7416692,178.7416692
1436,679878.8607,419458.9578,0.05,0,1,679878.8601,419458.959,167.6771277,167.6771277
1437,679878.8601,419458.959,0.04,0,1,679878.8598,419458.9605,137.7976589,137.7976589
1438,679878.8598,419458.9605,0.04,0,1,679878.8595,419458.9617,167.6769953,167.6769953
1439,679878.8595,419458.9617,0.04,0,1,679878.8592,419458.9633,134.5379477,134.5379477
1440,679878.8592,419458.9633,0.04,0,1,679878.8586,419458.9645,178.7413337,178.7413337
1441,679878.8586,419458.9645,0.04,0,1,679878.8583,419458.966,137.7962904,137.7962904
1442,679878.8583,419458.966,0.04,0,1,679878.858,419458.9675,167.6767132,167.6767132
1443,679878.858,419458.9675,0.04,0,1,679878.8574,419458.9688,167.6766423,167.6766423
1444,679878.8574,419458.9688,0.04,0,1,679878.8571,419458.9703,148.5886971,148.5886971
1445,679878.8571,419458.9703,0.04,0,1,679878.8567,419458.9715,167.6764926,167.6764926
1446,679878.8567,419458.9715,0.04,0,1,679878.8564,419458.973,135.3893141,135.3893141
1447,679878.8564,419458.973,0.04,0,1,679878.8558,419458.9742,167.6763551,167.6763551
1448,679878.8558,419458.9742,0.04,0,1,679878.8555,419458.9758,137.7938747,137.7938747
1449,679878.8555,419458.9758,0.04,0,1,679878.8552,419458.977,178.7407343,178.7407343
1450,679878.8552,419458.977,0.04,0,1,679878.8546,419458.9785,134.5369721,134.5369721
1451,679878.8546,419458.9785,0.04,0,1,679878.8543,419458.98,170.2996164,170.2996164
1452,679878.8543,419458.98,0.04,0,1,679878.854,419458.9812,167.6759964,167.6759964
1453,679878.854,419458.9812,0.04,0,1,679878.8537,419458.9828,134.5366986,134.5366986
1454,679878.8537,419458.9828,0.04,0,1,679878.8531,419458.984,178.7403984,178.7403984
1455,679878.8531,419458.984,0.04,0,1,679878.8528,419458.9855,137.7914345,137.7914345
1456,679878.8528,419458.9855,0.04,0,1,679878.8525,419458.9867,167.6757156,167.6757156
1457,679878.8525,419458.9867,0.04,0,1,679878.8519,419458.9883,134.5363537,134.5363537
1458,679878.8519,419458.9883,0.04,0,1,679878.8516,419458.9898,181.2021726,181.2021726
1459,679878.8516,419458.9898,0.04,0,1,679878.8513,419458.991,167.6754951,167.6754951
1460,679878.8513,419458.991,0.04,0,1,679878.851,419458.9925,134.5360746,134.5360746
1461,679878.851,419458.9925,0.04,0,1,679878.8503,419458.9937,167.6753634,167.6753634
1462,679878.8503,419458.9937,0.04,0,1,679878.85,419458.9953,139.3282403,139.3282403
1463,679878.85,419458.9953,0.04,0,1,679878.8497,419458.9965,178.7398038,178.7398038
1464,679878.8497,419458.9965,0.04,0,1,679878.8494,419458.998,134.5357232,134.5357232
1465,679878.8494,419458.998,0.04,0,1,679878.8488,419458.9995,167.6750827,167.6750827
1466,679878.8488,419458.9995,0.04,0,1,679878.8485,419459.0008,170.2953781,170.2953781
1467,679878.8485,419459.0008,0.04,0,1,679878.8482,419459.0023,145.5708299,145.5708299
1468,679878.8482,419459.0023,0.04,0,1,679878.8476,419459.0035,167.6748616,167.6748616
1469,679878.8476,419459.0035,0.04,0,1,679878.8473,419459.005,137.7865761,137.7865761
1470,679878.8473,419459.005,0.04,0,1,679878.847,419459.0062,167.6747235,167.6747235
1471,679878.847,419459.0062,0.04,0,1,679878.8467,419459.0078,134.5351058,134.5351058
1472,679878.8467,419459.0078,0.05,0,1,679878.8461,419459.0093,178.7392042,178.7392042
1473,679878.8461,419459.0093,0.04,0,1,679878.8458,419459.0105,170.2934057,170.2934057
1474,679878.8458,419459.0105,0.04,0,1,679878.8455,419459.012,134.5348375,134.5348375
1475,679878.8455,419459.012,0.04,0,1,679878.8449,419459.0133,167.6743599,167.6743599
1476,679878.8449,419459.0133,0.04,0,1,679878.8446,419459.0148,148.5784305,148.5784305
1477,679878.8446,419459.0148,0.04,0,1,679878.8443,419459.016,167.6742231,167.6742231
1478,679878.8443,419459.016,0.04,0,1,679878.8439,419459.0175,134.5344806,134.5344806
1479,679878.8439,419459.0175,0.04,0,1,679878.8433,419459.019,168.3566516,168.3566516
1480,679878.8433,419459.019,0.04,0,1,679878.843,419459.0203,170.2914538,170.2914538
1481,679878.843,419459.0203,0.04,0,1,679878.8427,419459.0218,145.5696859,145.5696859
1482,679878.8427,419459.0218,0.04,0,1,679878.8424,419459.023,167.6738589,167.6738589
1483,679878.8424,419459.023,0.04,0,1,679878.8418,419459.0245,134.5340419,134.5340419
1484,679878.8418,419459.0245,0.04,0,1,679878.8415,419459.0257,170.2903498,170.2903498
1485,679878.8415,419459.0257,0.04,0,1,679878.8412,419459.0273,134.5338699,134.5338699
1486,679878.8412,419459.0273,0.04,0,1,679878.8406,419459.0288,178.7382627,178.7382627
1487,679878.8406,419459.0288,0.04,0,1,679878.8403,419459.03,170.2894809,170.2894809
1488,679878.8403,419459.03,0.04,0,1,679878.84,419459.0315,134.5336002,134.5336002
1489,679878.84,419459.0315,0.04,0,1,679878.8397,419459.0328,167.6733586,167.6733586
1490,679878.8397,419459.0328,0.04,0,1,679878.8391,419459.0343,145.56895,145.56895
1491,679878.8391,419459.0343,0.04,0,1,679878.8388,419459.0355,170.2883783,170.2883783
1492,679878.8388,419459.0355,0.04,0,1,679878.8385,419459.037,134.5332449,134.5332449
1493,679878.8385,419459.037,0.04,0,1,679878.8379,419459.0386,167.6730826,167.6730826
1494,679878.8379,419459.0386,0.05,0,1,679878.8375,419459.0398,181.1926529,181.1926529
1495,679878.8375,419459.0398,0.04,0,1,679878.8372,419459.0413,135.3816249,135.3816249
1496,679878.8372,419459.0413,0.14,1.64,1,679878.8369,419459.0425,167.6728571,167.6728571
1497,679878.8369,419459.0425,0.38,3.1,1,679878.8363,419459.044,134.5327983,134.5327983
1498,679878.8363,419459.044,0.55,1.5,1,679878.836,419459.0453,170.2864273,170.2864273
1499,679878.836,419459.0453,0.55,-1.48,1,679878.8357,419459.0468,145.5682142,145.5682142
1500,679878.8357,419459.0468,0.38,-3.1,1,679878.8351,419459.0483,167.6725819,167.6725819
1501,679878.8351,419459.0483,0.15,-1.65,1,679878.8348,419459.0495,170.2855608,170.2855608
1502,679878.8348,419459.0495,0.04,0,1,679878.8345,419459.051,134.5323541,134.5323541
1503,679878.8345,419459.051,0.04,0,1,679878.8342,419459.0523,167.6723609,167.6723609
1504,679878.8342,419459.0523,0.04,0,1,679878.8336,419459.0538,145.5678023,145.5678023
1505,679878.8336,419459.0538,0.04,0,1,679878.8333,419459.055,170.2844552,170.2844552
1506,679878.8333,419459.055,0.04,0,1,679878.833,419459.0565,134.5320024,134.5320024
1507,679878.833,419459.0565,0.04,0,1,679878.8327,419459.0578,167.6720869,167.6720869
1508,679878.8327,419459.0578,0.04,0,1,679878.8321,419459.0593,145.5674787,145.5674787
1509,679878.8321,419459.0593,0.04,0,1,679878.8318,419459.0608,170.2833486,170.2833486
1510,679878.8318,419459.0608,0.09,2.21,1,679878.8315,419459.062,167.6718603,167.6718603
1511,679878.8315,419459.062,0.16,0.52,1,679878.8311,419459.0635,134.5315575,134.5315575
1512,679878.8311,419459.0635,0.58,11.26,1,679878.8257,419459.0456,168.352484,168.352484
1513,679878.8257,419459.0456,2.33,11.21,1,679878.8257,419459.1376,2014.195971,2014.195971
1514,679878.8257,419459.1376,5.07,11.1,1,679878.8546,419459.3299,10229.93326,10229.93326
1515,679878.8546,419459.3299,8.42,11.51,1,679878.9208,419459.6274,21445.87737,21445.87737
1516,679878.9208,419459.6274,11.57,11.3,1,679879.0156,419460.0252,33291.05343,33291.05343
1517,679879.0156,419460.0252,14.05,11.19,1,679879.1158,419460.5327,44549.51513,44549.51513
1518,679879.1158,419460.5327,15.63,9.66,1,679879.2103,419461.0213,56701.11405,56701.11405
1519,679879.2103,419461.0213,16.28,1.37,1,679879.3051,419461.5096,54571.49063,54571.49063
1520,679879.3051,419461.5096,16.36,-0.56,1,679879.3996,419461.9979,54532.45231,54532.45231
1521,679879.3996,419461.9979,16.32,0,1,679879.4944,419462.4861,54523.72921,54523.72921
1522,679879.4944,419462.4861,16.32,0,1,679879.5889,419462.9747,54506.89747,54506.89747
1523,679879.5889,419462.9747,16.32,0,1,679879.6837,419463.463,54542.72914,54542.72914
1524,679879.6837,419463.463,16.32,0,1,679879.7782,419463.9513,54503.81839,54503.81839
1525,679879.7782,419463.9513,16.32,0,1,679879.873,419464.4396,54495.60911,54495.60911
1526,679879.873,419464.4396,16.32,0,1,679879.9674,419464.9282,54490.01686,54490.01686
1527,679879.9674,419464.9282,16.32,0,1,679880.0622,419465.4165,54514.92476,54514.92476
1528,679880.0622,419465.4165,16.32,0,1,679880.1567,419465.9048,54476.57576,54476.57576
1529,679880.1567,419465.9048,16.32,0,1,679880.2515,419466.3931,54468.90424,54468.90424
1530,679880.2515,419466.3931,16.32,0,1,679880.346,419466.8817,54463.51922,54463.51922
1531,679880.346,419466.8817,16.32,0,1,679880.4408,419467.37,54489.38354,54489.38354
1532,679880.4408,419467.37,16.32,0,1,679880.5353,419467.8582,54450.8547,54450.8547
1533,679880.5353,419467.8582,16.32,0,1,679880.6301,419468.3465,54432.65359,54432.65359
1534,679880.6301,419468.3465,16.32,0,1,679880.7246,419468.8351,54438.6062,54438.6062
1535,679880.7246,419468.8351,16.32,0,1,679880.8194,419469.3234,54465.0544,54465.0544
1536,679880.8194,419469.3234,16.32,0,1,679880.9138,419469.8117,54426.77821,54426.77821
1537,679880.9138,419469.8117,16.32,0,1,679881.0086,419470.3,54419.98236,54419.98236
1538,679881.0086,419470.3,16.32,0,1,679881.1031,419470.7886,54415.3933,54415.3933
1539,679881.1031,419470.7886,16.32,0,1,679881.1979,419471.2769,54442.44185,54442.44185
1540,679881.1979,419471.2769,16.32,0,1,679881.2924,419471.7652,54404.45798,54404.45798
1541,679881.2924,419471.7652,16.32,0,1,679881.3872,419472.2535,54398.5177,54398.5177
1542,679881.3872,419472.2535,16.32,0,1,679881.4817,419472.7421,54393.99197,54393.99197
1543,679881.4817,419472.7421,16.32,0,1,679881.5765,419473.2303,54421.65445,54421.65445
1544,679881.5765,419473.2303,16.28,-0.67,1,679881.671,419473.7186,54372.90018,54372.90018
1545,679881.671,419473.7186,16.32,0.71,1,679881.7658,419474.2069,54378.66931,54378.66931
1546,679881.7658,419474.2069,16.84,8.02,1,679881.8557,419474.673,54374.50483,54374.50483
1547,679881.8557,419474.673,18.19,11.23,1,679881.9456,419475.2375,51897.26331,51897.26331
1548,679881.9456,419475.2375,20.42,11.9,1,679882.077,419475.8864,62823.12759,62823.12759
1549,679882.077,419475.8864,23.29,12.27,1,679882.2507,419476.6234,72246.25,72246.25
1550,679882.2507,419476.6234,26.22,12.27,1,679882.4665,419477.4445,82078.966,82078.966
